Headline,En Headline,Positive,Negative,Neutral,real_score
Как продать акции и не упустить рост рынка,How to Sell Shares and Not Miss Market Growth,0.040113888680934906,0.031087657436728477,0.928798496723175,0.009026231244206429
Главное за неделю. Лайк рублю,It's all about the week.,0.03521636873483658,0.0691678449511528,0.895615816116333,-0.03395147621631622
Сбербанк. Мощный выкуп,"Sberbank, a powerful ransom.",0.10407264530658722,0.009830345399677753,0.8860970139503479,0.09424229990690947
Фавориты стратегии на IV квартал: финсектор — есть ли шансы на рост,Fourth-quarter strategic framework: the financial sector - are there any chances of growth,0.12054911255836487,0.017826011404395103,0.8616249561309814,0.10272310115396976
Портфели БКС. Новые бумаги в фаворитах,"BCS briefcases, new papers in favour",0.19428570568561554,0.08469606190919876,0.7210182547569275,0.10958964377641678
"Правда ли, что Сбер — лучший. Сравниваем с другими банками",Is it true that Sber is the best?,0.1297810673713684,0.010713737457990646,0.8595051765441895,0.11906732991337776
В какие российские акции не стоит инвестировать сейчас,Which Russian shares shouldn't be invested in now.,0.03213725611567497,0.02726168930530548,0.9406009912490845,0.004875566810369492
Главное за неделю. Сбер и Мечел — полет нормальный,It's all about the week.,0.03521636873483658,0.0691678449511528,0.895615816116333,-0.03395147621631622
Сбербанк. Целит на 282,Aim at 282,0.04926200956106186,0.023163631558418274,0.9275743961334229,0.026098378002643585
Итоги торгов. Трудно расти против ключевых факторов,Results of the bidding process: It is difficult to grow against key factors,0.05461177974939346,0.17960523068904877,0.7657830715179443,-0.1249934509396553
5 идей в российских акциях. Первый металлург пошел,Five ideas in Russian stocks.,0.05760915204882622,0.023175474256277084,0.9192153811454773,0.03443367779254913
Сбербанк. Держимся у скользящей средней,We're holding on to a sliding medium.,0.4835048019886017,0.3711189925670624,0.14537619054317474,0.1123858094215393
Новые санкции и российские акции: что теперь будет с рынком?,New sanctions and Russian actions: What will happen to the market now?,0.024015914648771286,0.4690423011779785,0.5069417953491211,-0.44502638652920723
Сбербанк. Пробой поддержек сформирует фигуру «голова-плечи»,Sberbank. The support test will form a head-to-back shape.,0.03951122984290123,0.015721650794148445,0.9447671175003052,0.023789579048752785
Сбербанк отчитался за III квартал. Прогноз рентабельности повышен,The bank reported on the third quarter.,0.03569606691598892,0.1245289072394371,0.8397749662399292,-0.08883284032344818
Сбербанк. У важной поддержки,"Sberbank, important support.",0.26141229271888733,0.01032392866909504,0.7282637357711792,0.2510883640497923
Портфели БКС. Включаем Сбер в фавориты,"Uh, BCS briefcases, we're gonna put the Sber in favors.",0.1933622658252716,0.014878328889608383,0.7917594313621521,0.17848393693566322
Мнение аналитиков. Что ждать от отчета Сбера по МСФО за III квартал,Views of analysts: What to expect from the third quarter of the Assembly &apos; s IFRS report,0.03440096229314804,0.051212333142757416,0.9143866896629333,-0.016811370849609375
Сбербанк. Котировки могут вернуться к 266,Sberbank. Cottons can be back by 266.,0.06405939906835556,0.026258328929543495,0.9096822738647461,0.037801070138812065
Сбербанк. Закрыли день выше сентябрьских максимумов,"Sberbank, closed the day above the September maximum.",0.7111758589744568,0.16542962193489075,0.1233944371342659,0.545746237039566
Сбербанк. Сигналы медвежьей свечи не подтвердились,The signals from the bear candles were not confirmed.,0.0263355802744627,0.11113927513360977,0.8625251054763794,-0.08480369485914707
Подтверждаем идею в Сбере. Ждем результатов за III квартал 2023 по МСФО,We're looking forward to the third quarter of 2023 on IFRS.,0.48317718505859375,0.014532503671944141,0.5022903680801392,0.4686446813866496
5 идей в российских акциях. Какие бумаги интересны к покупке,Five ideas in Russian stock. What papers are interested in buying?,0.038143374025821686,0.027737686410546303,0.9341189861297607,0.010405687615275383
Топ-7 качественных акций на российском рынке,Top-7 quality shares in the Russian market,0.2038753777742386,0.01072781439870596,0.7853968143463135,0.19314756337553263
Главное за неделю. Много дивных новостей,"It's all about the week, a lot of wonderful news.",0.11038404703140259,0.02330908551812172,0.8663069009780884,0.08707496151328087
"Сбербанк. Прервали подъем, не обновив максимумы","Sberbank, stop the climb without updating the maximum.",0.026694992557168007,0.04864589869976044,0.9246590733528137,-0.02195090614259243
А что если Сбер направит больше 50% прибыли на дивиденды,What if Sber sends more than 50% of the profit to the dividends?,0.02596430294215679,0.042282603681087494,0.9317530393600464,-0.016318300738930702
Портфели БКС. Мечел теперь краткосрочный фаворит,The BCS briefcases are now a short-term favourite.,0.1938726007938385,0.03495015949010849,0.7711771726608276,0.15892244130373
Минфин ожидает дивиденды от Сбера в размере не менее 50% от чистой прибыли 2023,Minfin expects a dividend from Sber of at least 50 per cent of net profit 2023,0.5674217343330383,0.009952583350241184,0.42262569069862366,0.5574691509827971
Сбербанк. Распродажи предыдущего дня не получили продолжения,The sale of the previous day's sale did not continue.,0.018048835918307304,0.05831775814294815,0.923633337020874,-0.040268922224640846
Ход торгов. ЛУКОЙЛ и Сбер — в лидерах среди голубых фишек,"Tendering, LUCYL and Sber, in the leadership of blue chips.",0.08777619153261185,0.007995554246008396,0.9042282700538635,0.07978063728660345
Сбербанк: рост ставок пока не влияет на кредитование,Sberbank: Increases in rates do not yet affect lending,0.17437677085399628,0.02354329824447632,0.8020799160003662,0.15083347260951996
"Сбербанк отчитался. 1,1 трлн рублей прибыли",Sberbank's reporting. 1.1 trillion rubles of profits.,0.1359536200761795,0.012727771885693073,0.8513185977935791,0.12322584819048643
Сбербанк. Акции на пути к новым максимумам,Sberbank. Actions on the way to new maximums.,0.40839749574661255,0.04873599857091904,0.5428664684295654,0.3596614971756935
"Сбербанк. Колебания усилились, результат не изменился","Sberbank, the fluctuations have increased, the result hasn't changed.",0.1626090407371521,0.06714349240064621,0.7702474594116211,0.09546554833650589
В какие дни недели рынок чаще растет и падает,On which days of the week the market is more likely to grow and fall,0.41086292266845703,0.023207779973745346,0.5659293532371521,0.3876551426947117
Сбербанк хочет сохранить тренд роста размера дивидендов,Sberbank wants to keep the dividend growth trend going.,0.46989449858665466,0.01015608198940754,0.5199494957923889,0.4597384165972471
Компании с качественным управлением. В них стоит инвестировать,Companies with quality management are worth investing in.,0.15621331334114075,0.009532452560961246,0.8342542052268982,0.1466808607801795
Сбербанк. Пробой сентябрьского тренда придал ускорение,Sberbank. The September trend test gave us an acceleration.,0.7879883050918579,0.034528352320194244,0.17748333513736725,0.7534599527716637
Финансовый сектор: рост ставок вызовет замедление. Стратегия на IV квартал 2023,Financial sector: rate increases will slow down. Fourth quarter strategy 2023,0.12359647452831268,0.29201561212539673,0.5843878984451294,-0.16841913759708405
Сбербанк. Притормозили подъем,"Sberbank, slow down.",0.024883437901735306,0.8766194581985474,0.09849712252616882,-0.8517360202968121
Сбербанк. Пошел отскок,"Sberbank, let's get out of here.",0.054569873958826065,0.12496984004974365,0.820460319519043,-0.07039996609091759
Портфели БКС: изменения в составе фаворитов и аутсайдеров,BCS portfolios: changes in the composition of favourites and outsiders,0.04053523391485214,0.04042530059814453,0.9190394282341003,0.00010993331670761108
Подтверждаем идею в Сбере. Снижение котировок — хорошая точка входа,"We confirm the idea in Sber, lowering the quotations is a good point of entry.",0.14777499437332153,0.027848374098539352,0.82437664270401,0.11992662027478218
Индекс МосБиржи балансирует в районе 3000. Разбор 5 акций,"Mosbirzy's index is balancing around 3,000.",0.098431296646595,0.052932485938072205,0.848636269569397,0.0454988107085228
Что будет с недвижимостью и как на этом заработать,What's gonna happen to real estate and how to make money?,0.027303962036967278,0.10358946770429611,0.8691065907478333,-0.07628550566732883
На каких уровнях выкупать просадку по Сберу,At what levels to buy a landing on the Assembly,0.06204552948474884,0.018427569419145584,0.9195268154144287,0.043617960065603256
Сбербанк. Новая волна снижения в диапазоне 255–263,Sberbank. New drop wave in the 255 - 263 range,0.022346535697579384,0.9380639791488647,0.03958951309323311,-0.9157174434512854
Портфели БКС: замена в краткосрочных идеях,BCS portfolio: replacement in short-term ideas,0.04494047537446022,0.21623213589191437,0.7388274073600769,-0.17129166051745415
"ЦБ повысил ставку, третий эшелон сдает позиции, а рубль все еще слаб. Итоги недели","The B.C.'s up, the third line's down, and the ruble's still weak.",0.02311648614704609,0.9390031099319458,0.03788033127784729,-0.9158866237848997
Какие акции могут расти на высокой ставке ЦБ,Which shares can rise at a high BC rate,0.23347234725952148,0.010629239492118359,0.7558984756469727,0.22284310776740313
Фавориты стратегии: банки оправдывают позитивный взгляд,Policies: Banks justify a positive view,0.38724812865257263,0.010579833760857582,0.6021720767021179,0.37666829489171505
Портфели БКС: подтверждаем состав фаворитов и аутсайдеров,BCS briefcases: confirmed composition of favourites and outsiders,0.040427327156066895,0.030906789004802704,0.9286658763885498,0.00952053815126419
Сбербанк отчитался за август. Прибыль копится,Sberbank reported for August.,0.01775803603231907,0.11917059123516083,0.8630714416503906,-0.10141255520284176
Почему падаем и что делать с акциями,Why We Fall and What to Do With Shares,0.023490335792303085,0.09724096953868866,0.8792686462402344,-0.07375063374638557
Какие акции сейчас придерживают. Топ-5 позиций у спекулянтов,The top five positions in the speculators.,0.0476570762693882,0.029485834762454033,0.9228571057319641,0.018171241506934166
Прибыльная диверсификация. Собираем глобальный портфель,Gained diversification. Global portfolio is being collected.,0.797808825969696,0.013938628137111664,0.1882525235414505,0.7838701978325844
Портфели БКС: замены в краткосрочных фаворитах,BCS portfolio: short-term replacements,0.021676605567336082,0.03185694292187691,0.9464664459228516,-0.010180337354540825
Сбербанк. Консолидация выглядит оптимистично,"Sberbank, consolidation looks optimistic.",0.898592472076416,0.011348162777721882,0.09005941450595856,0.8872443092986941
Сбербанк. Покупатели сохраняют инициативу,Sberbank. Buyers keep the initiative.,0.12049280852079391,0.01166602224111557,0.8678411245346069,0.10882678627967834
«Купил и держи». Что не так с этой стратегией,What's wrong with this strategy?,0.02252916991710663,0.644917368888855,0.3325533866882324,-0.6223881989717484
Сбербанк АО и АП. Какие акции банка выгоднее,What kind of bank shares are better off?,0.03555469959974289,0.17971943318843842,0.7847258448600769,-0.14416473358869553
Почти 20% в долларах. Российский рынок обходит США,Nearly 20% in dollars. Russian market bypasses the U.S.,0.2811298966407776,0.025602899491786957,0.6932672262191772,0.25552699714899063
5 идей в российских акциях. Добавляем отстающую акцию,Five ideas in Russian stocks.,0.05760915204882622,0.023175474256277084,0.9192153811454773,0.03443367779254913
Инвестиции в недвижимость. Печальные итоги за 15 лет,Real estate investments: 15 years' sad outcome,0.014998131431639194,0.8837336301803589,0.10126824676990509,-0.8687354987487197
Государственные или частные. У каких компаний лучше растут акции,Public or private. Which companies have better stock growth.,0.10126279294490814,0.020005615428090096,0.8787315487861633,0.08125717751681805
Дивидендная корзина. Слабость рубля на руку держателям рублевых бумаг,"The dividend basket, the weakness of the ruble on the hands of the holders of the ruble paper",0.025683937594294548,0.8083147406578064,0.1660013496875763,-0.7826308030635118
Портфели БКС: множественные изменения в краткосрочных идеях,BCS portfolio: multiple changes in short-term ideas,0.06759382784366608,0.3103210926055908,0.6220850348472595,-0.24272726476192474
5 идей в российских акциях. Отмечаем привлекательные бумаги,Five ideas in Russian stocks.,0.057609137147665024,0.023175474256277084,0.9192153811454773,0.03443366289138794
Курс рубля и валюты: что дальше? И что делать инвесторам?,"The rate of the ruble and the currency: What's next, and what do investors do?",0.030612604692578316,0.057281531393527985,0.9121057987213135,-0.02666892670094967
"Суд отказал в просьбе Сбербанка наложить арест на акции Роснефти, принадлежащие Glencore",The court refused the request of Sberbank to arrest the shares of Rosnefti belonging to Glencore.,0.07744185626506805,0.34715819358825684,0.5753999948501587,-0.2697163373231888
Сбербанк. Цена приближается к границе трехмесячного восходящего канала,The price is approaching the border of a three-month rising canal.,0.18495053052902222,0.6016677021980286,0.213381826877594,-0.41671717166900635
Сбербанк. Волатильность не внушает оптимизма,Sberbank. Volatility isn't encouraging.,0.03852425143122673,0.7341996431350708,0.22727613151073456,-0.6956753917038441
Как инвестировать при таком курсе доллара,How to invest in such a dollar,0.06940039992332458,0.012961763888597488,0.917637825012207,0.0564386360347271
"Какие акции стоит брать, когда доллар уже сильно вырос",What stock to take when the dollar's already grown up?,0.06561179459095001,0.10947012156248093,0.8249180316925049,-0.043858326971530914
"Взлеты и падения в третьем эшелоне, отказ ЦБ от покупки юаней и сезон отчетов в РФ. Итоги недели","The ups and downs in the third line, the B.C.'s refusal to buy renminbi and the reporting season in the Russian Federation.",0.01809915341436863,0.8734647631645203,0.10843613743782043,-0.8553656097501516
"Акции-фавориты в августе: кто перекуплен, кто недооценен","Favorite stock in August: Who's overpurchased, who's undervalued",0.05595270171761513,0.042652543634176254,0.901394784450531,0.013300158083438873
Сбербанк отчитался за июль. Сильные результаты,Sberbank reported July.,0.05257878825068474,0.1069154292345047,0.840505838394165,-0.05433664098381996
Портфели БКС: интересные бумаги на лонг и шорт,BCS briefcases: interesting paper for long and short,0.12155995517969131,0.014401338063180447,0.8640387058258057,0.10715861711651087
Пошла жара — три акции под риском и три устойчивых,There's been a fever — three stock at risk and three stable shares.,0.040134020149707794,0.7899805903434753,0.16988544166088104,-0.7498465701937675
Россия на третьем месте в мире по финтеху. Какие акции иметь в виду,Russia is third in the world in the Fintech.,0.16184812784194946,0.009951009415090084,0.8282008767127991,0.15189711842685938
"Отчитался Сбер, а растут другие банки: до +10% после публикации","Reported to the Assembly, and other banks grew up, up to +10% after publication.",0.9365398287773132,0.012901478447020054,0.0505586713552475,0.9236383503302932
Акции растут без остановки. Стоит ли сейчас фиксировать прибыль,"The stock is growing without stopping, so should we record the profits right now?",0.1340428590774536,0.01443430781364441,0.8515227437019348,0.1196085512638092
Ралли в финансовом секторе. Пора продавать или еще есть потенциал,"Rally's in the financial sector, it's time to sell or there's potential.",0.09850474447011948,0.02453768253326416,0.8769575953483582,0.07396706193685532
Акции Сбера растут на 5%. Что происходит,What's going on?,0.0305553637444973,0.5447633266448975,0.42468127608299255,-0.5142079629004002
"Три интересные бумаги на следующую неделю: Норникель, Сбербанк, Юнипро","Three interesting papers for next week: Nornickel, Sberbank, Unipro",0.029092557728290558,0.022493960335850716,0.9484134912490845,0.006598597392439842
Сбербанк. Пока не хватает сил на выход вверх из треугольника,"Sberbank, there's not enough power to go up the triangle yet.",0.06352103501558304,0.03704601526260376,0.8994329571723938,0.02647501975297928
Сбербанк. Вышли вверх из двухнедельного нисходящего канала,"Sberbank, come up from a two-week descent channel.",0.829687774181366,0.013083240948617458,0.1572289764881134,0.8166045332327485
Портфели БКС: изменения в краткосрочных идеях,BCS portfolio: changes in short-term ideas,0.08818533271551132,0.08958611637353897,0.8222286105155945,-0.001400783658027649
5 идей в российских акциях. На какие бумаги обратить внимание,"Five ideas in Russian stocks, which papers to draw attention to.",0.041945770382881165,0.022306105121970177,0.9357481598854065,0.019639665260910988
Сбербанк и ВТБ повысят ставки по вкладам после решения ЦБ,Sberbank and WTB will raise deposit rates once the SEC has decided,0.15745580196380615,0.015895919874310493,0.8266482949256897,0.14155988208949566
Когда продавать Сбербанк — решает каждый,"When selling Sberbank, it's up to everyone.",0.034286465495824814,0.021260935813188553,0.9444525837898254,0.013025529682636261
"Сбербанк. Возобновили подъем, но пока сдержанно","Sberbank, we're back up, but so far, we're holding back.",0.9145985245704651,0.04812588915228844,0.03727554902434349,0.8664726354181767
5 идей в российских акциях. Выделяем фаворитов,Five ideas in Russian stocks.,0.05760915204882622,0.023175474256277084,0.9192153811454773,0.03443367779254913
Как увеличить доходность своего дивидендного портфеля,How to increase the return on your dividend portfolio,0.130280002951622,0.014033378101885319,0.855686604976654,0.11624662484973669
"Российские акции: отвечаем на вопросы. Акции Сбера, Татнефти, Полюса и другие","Russian actions: to answer questions, Sbera, Tatnefti, Poles and others.",0.03247091546654701,0.03742353990674019,0.9301055669784546,-0.004952624440193176
"Индекс МосБиржи растет, Полюс выкупает акции, в США начинается сезон отчетов. Итоги недели","The MosBirgi index is growing, the Poles buys shares, and the U.S. records season begins.",0.2967836260795593,0.013173344545066357,0.6900430917739868,0.28361028153449297
"Дивиденды не врут. Портфель, который будет долго вас кормить","The dividends don't lie, the portfolio that's gonna be feeding you for a long time.",0.07421093434095383,0.01833254098892212,0.9074565172195435,0.05587839335203171
"До исторических максимумов ближе, чем кажется",It's closer to historical maximums than it looks.,0.1283486783504486,0.12892277538776398,0.7427285313606262,-0.0005740970373153687
Портфели БКС: замена в списке фаворитов долгосрочных идей,BCS portfolio: replacement of long-term ideas in the list of favourites,0.03480689227581024,0.03220324218273163,0.9329898953437805,0.0026036500930786133
Настоящие лидеры рынка. Российские акции с высокой альфой,Real market leaders. Russian high-alpha stocks.,0.041804444044828415,0.03566699102520943,0.9225286245346069,0.006137453019618988
Мнение аналитиков. ЦБ призывает банки вернуться к накоплению капитала — что это значит,The view of analysts. The B.C. calls on banks to return to the accumulation of capital -- what does that mean?,0.03336275741457939,0.0867905542254448,0.8798466920852661,-0.0534277968108654
«Народный портфель». Второй месяц подряд слабее рынка,"""People's briefcase."" The second month in a row is weaker than the market.",0.013822835870087147,0.9690496325492859,0.017127545550465584,-0.9552267966791987
"Во что инвестировать, когда дивидендов мало или нет совсем",What to invest in when dividends are small or not at all,0.03058587573468685,0.028720835223793983,0.9406933188438416,0.001865040510892868
Портфели БКС: на какие бумаги обратить внимание,BCS briefcases: which papers to draw attention to,0.02616615779697895,0.03499090299010277,0.9388429522514343,-0.008824745193123817
Акции-дивергенты. Какие бумаги РФ готовятся к развороту,"Divergent stocks, which Russian papers are preparing to turn around.",0.03927885368466377,0.2772568464279175,0.6834643483161926,-0.2379779927432537
Сбербанк. Откат от тренда не получил развития,Sberbank. Reversing from trend hasn't developed.,0.1020156592130661,0.09250783920288086,0.8054765462875366,0.009507820010185242
Сбербанк. Пошли вниз от верхней границы треугольника,"Sberbank, let's go down from the upper limit of the triangle.",0.051612094044685364,0.02151695266366005,0.9268710017204285,0.030095141381025314
Портфели БКС: что изменилось в бумагах на лонг и шорт,BCS briefcases: What changed in the long and short paperwork,0.03164681792259216,0.14348313212394714,0.8248699903488159,-0.11183631420135498
На чем еще может вырасти российский рынок,What else could the Russian market grow on?,0.048706796020269394,0.017453905194997787,0.9338392615318298,0.031252890825271606
5 идей в российских бумагах. На какие акции стоит обратить внимание,Five ideas in Russian papers.,0.04229624569416046,0.02520098350942135,0.9325027465820312,0.017095262184739113
Закупились акциями под завязку. Доля некоторых перевалила за 100%,"It's been bought off-limits, and the share of some has gone 100 per cent.",0.14509569108486176,0.5869578123092651,0.2679464519023895,-0.4418621212244034
Сбербанк. Объемы торгов остаются пониженными,Sberbank. Tenders remain down.,0.00755030382424593,0.9426762461662292,0.049773529171943665,-0.9351259423419833
Падение близко: на рынке больше нет страха,Falling close: There is no more fear in the market,0.07959697395563126,0.07157449424266815,0.8488284945487976,0.008022479712963104
"Продать квартиру, чтобы купить акции. Насколько разумна эта идея","Sell the apartment to buy the stock, how reasonable this idea is.",0.0696372389793396,0.01819286309182644,0.912169873714447,0.05144437588751316
Дивиденды от ЛУКОЙЛа и Интер РАО возвращаются на рынок. Во что реинвестировать,The LUCYL and Inter RAO dividends are returning to the market.,0.10123889148235321,0.019544443115592003,0.8792166709899902,0.08169444836676121
Сбербанк ушел с европейского банковского рынка,Sberbank left the European banking market.,0.018244827166199684,0.5144315958023071,0.46732354164123535,-0.49618676863610744
Мнение аналитиков. Что Сбер ждет в 2023,The opinion of analysts. What's Sber waiting for in 2023?,0.03266344219446182,0.034935303032398224,0.9324012398719788,-0.0022718608379364014
Что сейчас шортят на рынке РФ. Топ-5 акций в июне с навесом продавцов,They're now shorting at the Russian market.,0.039046309888362885,0.030224453657865524,0.9307292699813843,0.00882185623049736
5 идей в российских акциях. Выделяем фаворитов,Five ideas in Russian stocks.,0.057609137147665024,0.023175474256277084,0.9192153811454773,0.03443366289138794
Сбербанк отчитался за май,Sberbank reported for May.,0.014834295026957989,0.11018165946006775,0.8749839663505554,-0.09534736443310976
Россияне массово идут на фондовый рынок. Смогут ли они разогнать акции,Russians are going to the stock market on a massive scale.,0.046130891889333725,0.03102092817425728,0.9228482246398926,0.015109963715076447
Портфели БКС: выбираем лучшие бумаги,BCS briefcases: select the best paper,0.1877257525920868,0.008951740339398384,0.803322434425354,0.1787740122526884
Сбербанк. Вышли к нижней границе растущего канала,Went to the bottom of the growing channel.,0.05587358400225639,0.048311635851860046,0.895814836025238,0.007561948150396347
Акции с сильным растущим трендом. В них еще не поздно зайти,It's not too late to go in.,0.04768412187695503,0.06973700225353241,0.8825787901878357,-0.022052880376577377
История снова повторяется. Падение рынка из-за гэпа ЛУКОЙЛа выкупается,History repeats itself. The fall of the market because of the LUKYL's hap is being bought out.,0.02091233804821968,0.6333910822868347,0.3456965982913971,-0.612478744238615
"Инвестиции, которые обеспечат будущее вашим детям",Investment that will ensure the future of your children,0.20637305080890656,0.0089055011048913,0.7847214341163635,0.19746754970401525
Сбербанк. Время коррекции,It's an adjustment time.,0.14994998276233673,0.10437119007110596,0.7456788420677185,0.045578792691230774
Портфели БКС: привлекательные бумаги на лонг и шорт,BCS briefcases: attractive long and short papers,0.2557183802127838,0.010346666909754276,0.7339349389076233,0.24537171330302954
5 идей в российских акциях. Выделяем интересные бумаги,Five ideas in Russian stocks.,0.057609137147665024,0.023175474256277084,0.9192153811454773,0.03443366289138794
В какие российские акции инвестировать дивиденды? И что теперь с Газпромом?,And what about Gazprom now?,0.028693169355392456,0.0599374882876873,0.9113693237304688,-0.031244318932294846
"Главное за неделю: Магнит притянуло на дно, а Яндекс делится","The main thing in the week is, Magnette's drawn to the bottom, and Yandex's sharing.",0.1133262887597084,0.038535226136446,0.8481385111808777,0.0747910626232624
Сбербанк. Новые вершины,The new vertices.,0.08728598058223724,0.022307924926280975,0.89040607213974,0.06497805565595627
Сбербанк закрыл дивидендный гэп. Акции растут,Sberbank's closed the dividend hap.,0.03128592297434807,0.49040356278419495,0.4783104956150055,-0.4591176398098469
Почему одна финансовая фишка так сильно отстала от рынка. Догонит?,Why is one financial thing so far behind the market?,0.03016647882759571,0.4711584150791168,0.4986751079559326,-0.4409919362515211
"Дивидендные радости и разочарования, новые санкции против РФ. Что еще произошло на этой неделе","The dividends of joy and frustration, the new sanctions against the Russian Federation.",0.0697544515132904,0.5943332314491272,0.33591240644454956,-0.5245787799358368
У кого все хорошо? У банков,Who's doing well?,0.20157058537006378,0.022162185981869698,0.7762672901153564,0.17940839938819408
