Date,Title,URL
14 ноября 2023,Сбербанк. У верхней границы канала,https://bcs-express.ru/tehanaliz/sber/14.11.23
13 ноября 2023,Сбербанк. Рост не окончен,https://bcs-express.ru/tehanaliz/sber/13.11.23
10 ноября 2023,Сбербанк. Откат от максимумов при снижении оборотов,https://bcs-express.ru/tehanaliz/sber/10.11.23
9 ноября 2023,Сбербанк. Целит на 282,https://bcs-express.ru/tehanaliz/sber/09.11.23
8 ноября 2023,Сбербанк. На обновление максимумов пока не решились,https://bcs-express.ru/tehanaliz/sber/08.11.23
7 ноября 2023,Сбербанк. Позитивный отскок от годового тренда,https://bcs-express.ru/tehanaliz/sber/07.11.23
6 ноября 2023,Сбербанк. Держимся у скользящей средней,https://bcs-express.ru/tehanaliz/sber/06.11.23
3 ноября 2023,Сбербанк. Пробой поддержек сформирует фигуру «голова-плечи»,https://bcs-express.ru/tehanaliz/sber/03.11.23
2 ноября 2023,Сбербанк отчитался за III квартал. Прогноз рентабельности повышен,https://bcs-express.ru/novosti-i-analitika/sberbank-otchitalsia-za-iii-kvartal
2 ноября 2023,Сбербанк. Отскок в канале обнадеживает,https://bcs-express.ru/tehanaliz/sber/02.11.23
1 ноября 2023,Сбербанк. У важной поддержки,https://bcs-express.ru/tehanaliz/sber/01.11.23
31 октября 2023,Сбербанк. Сохраняются шансы на восстановление в месячном канале,https://bcs-express.ru/tehanaliz/sber/31.10.23
30 октября 2023,Сбербанк. Реализовали коррекционную волну в месячном канале,https://bcs-express.ru/tehanaliz/sber/30.10.23
27 октября 2023,Сбербанк. Котировки могут вернуться к 266,https://bcs-express.ru/tehanaliz/sber/27.10.23
26 октября 2023,Сбербанк. Закрыли день выше сентябрьских максимумов,https://bcs-express.ru/tehanaliz/sber/26.10.23
25 октября 2023,Сбербанк. Сигналы медвежьей свечи не подтвердились,https://bcs-express.ru/tehanaliz/sber/25.10.23
24 октября 2023,Сбербанк. Разворотная свеча на дневном графике,https://bcs-express.ru/tehanaliz/sber/24.10.23
23 октября 2023,Сбербанк. Может выйти вверх из треугольника,https://bcs-express.ru/tehanaliz/sber/23.10.23
20 октября 2023,Сбербанк. Пока не удается преодолеть максимумы,https://bcs-express.ru/tehanaliz/sber/20.10.23
19 октября 2023,"Сбербанк. Прервали подъем, не обновив максимумы",https://bcs-express.ru/tehanaliz/sber/19.10.23
18 октября 2023,А что если Сбер направит больше 50% прибыли на дивиденды,https://bcs-express.ru/novosti-i-analitika/a-chto-esli-sber-napravit-bol-she-50-pribyli-na-dividendy
18 октября 2023,Сбербанк. Цена подходит к максимумам 2023 года,https://bcs-express.ru/tehanaliz/sber/18.10.23
17 октября 2023,Сбербанк. Обновили максимумы сентября,https://bcs-express.ru/tehanaliz/sber/17.10.23
16 октября 2023,Акции Сбербанка третий месяц в боковике. Что с ними делать,https://bcs-express.ru/novosti-i-analitika/aktsii-sberbanka-tretii-mesiats-v-bokovike-chto-s-nimi-delat
16 октября 2023,Сбербанк. Что стоит на пути к максимумам,https://bcs-express.ru/tehanaliz/sber/16.10.23
13 октября 2023,Сбербанк. Распродажи предыдущего дня не получили продолжения,https://bcs-express.ru/tehanaliz/sber/13.10.23
12 октября 2023,Сбербанк. Растеряли прирост с начала месяца,https://bcs-express.ru/tehanaliz/sber/12.10.23
11 октября 2023,Сбербанк. Что за распродажи,https://bcs-express.ru/tehanaliz/sber/11.10.23
10 октября 2023,"Сбербанк отчитался. 1,1 трлн рублей прибыли",https://bcs-express.ru/novosti-i-analitika/sberbank-otchitalsia-za-sentiabr
10 октября 2023,Сбербанк. Пробой пока не сформировался,https://bcs-express.ru/tehanaliz/sber/10.10.23
9 октября 2023,Сбербанк. Акции на пути к новым максимумам,https://bcs-express.ru/tehanaliz/sber/09.10.23
6 октября 2023,"Сбербанк. Колебания усилились, результат не изменился",https://bcs-express.ru/tehanaliz/sber/06.10.23
5 октября 2023,Сбербанк. Готовится к выходу из треугольника,https://bcs-express.ru/tehanaliz/sber/05.10.23
4 октября 2023,Сбербанк. Неуверенный отскок на низких оборотах,https://bcs-express.ru/tehanaliz/sber/04.10.23
3 октября 2023,Что ждать от акций Сбербанка после отскока от годового тренда,https://bcs-express.ru/novosti-i-analitika/chto-zhdat-ot-aktsii-sberbanka-posle-otskoka-ot-godovogo-trenda
3 октября 2023,Сбербанк. Котировки откатились после шести дней роста,https://bcs-express.ru/tehanaliz/sber/03.10.23
2 октября 2023,Сбербанк. Пробой сентябрьского тренда придал ускорение,https://bcs-express.ru/tehanaliz/sber/02.10.23
29 сентября 2023,Сбербанк. Пробой сентябрьского нисходящего тренда даст позитивный сигнал,https://bcs-express.ru/tehanaliz/sber/29.09.23
28 сентября 2023,Сбербанк. Притормозили подъем,https://bcs-express.ru/tehanaliz/sber/28.09.23
27 сентября 2023,Сбербанк. Пошел отскок,https://bcs-express.ru/tehanaliz/sber/27.09.23
26 сентября 2023,Сбербанк. Еще раз протестировали тренд,https://bcs-express.ru/tehanaliz/sber/26.09.23
25 сентября 2023,Сбербанк. Среднесрочный тренд сдержал натиск продавцов,https://bcs-express.ru/tehanaliz/sber/25.09.23
22 сентября 2023,"Сбербанк. Отскок не получил развития, тренд может быть пробит",https://bcs-express.ru/tehanaliz/sber/22.09.23
21 сентября 2023,Сбербанк. Отскочили от среднесрочного растущего тренда,https://bcs-express.ru/tehanaliz/sber/21.09.23
20 сентября 2023,На каких уровнях выкупать просадку по Сберу,https://bcs-express.ru/novosti-i-analitika/gde-lovit-aktsii-sbera
20 сентября 2023,Сбербанк. Цена подходит к среднесрочному восходящему тренду,https://bcs-express.ru/tehanaliz/sber/20.09.23
19 сентября 2023,Сбербанк. Новая волна снижения в диапазоне 255–263,https://bcs-express.ru/tehanaliz/sber/19.09.23
15 сентября 2023,Сбербанк. Снова вернулись к 200-часовой скользящей средней,https://bcs-express.ru/tehanaliz/sber/15.09.23
14 сентября 2023,Сбербанк. Котировки лихорадит,https://bcs-express.ru/tehanaliz/sber/14.09.23
13 сентября 2023,Сбербанк. Убедительный рывок,https://bcs-express.ru/tehanaliz/sber/13.09.23
12 сентября 2023,Сбербанк. Держались лучше рынка,https://bcs-express.ru/tehanaliz/sber/12.09.23
11 сентября 2023,Сбербанк. Продавцы сохраняют инициативу,https://bcs-express.ru/tehanaliz/sber/11.09.23
8 сентября 2023,Сбербанк. Получили негативный сигнал,https://bcs-express.ru/tehanaliz/sber/08.09.23
7 сентября 2023,Сбербанк. Важно удержаться в восходящем канале,https://bcs-express.ru/tehanaliz/sber/07.09.23
6 сентября 2023,"Сбербанк. Неожиданное обновление 1,5-недельных минимумов",https://bcs-express.ru/tehanaliz/sber/06.09.23
5 сентября 2023,Сбербанк. Цена продвигается к максимумам,https://bcs-express.ru/tehanaliz/sber/05.09.23
4 сентября 2023,Сбербанк. Консолидация выглядит оптимистично,https://bcs-express.ru/tehanaliz/sber/04.09.23
1 сентября 2023,Сбербанк. Покупатели сохраняют инициативу,https://bcs-express.ru/tehanaliz/sber/01.09.23
31 августа 2023,Сбербанк. Нужно пробивать отметку 267,https://bcs-express.ru/tehanaliz/sber/31.08.23
30 августа 2023,Сбербанк АО и АП. Какие акции банка выгоднее,https://bcs-express.ru/novosti-i-analitika/sberbank-ao-i-ap-kakie-aktsii-banka-vygodnee
30 августа 2023,Сбербанк. Взяли паузу после трех дней роста,https://bcs-express.ru/tehanaliz/sber/30.08.23
29 августа 2023,Сбербанк. Вышли вверх из нисходящего канала,https://bcs-express.ru/tehanaliz/sber/29.08.23
28 августа 2023,5 идей в российских акциях. Добавляем отстающую акцию,https://bcs-express.ru/novosti-i-analitika/5-idei-v-rossiiskikh-aktsiiakh-dobavliaem-otstaiushchuiu-aktsiiu
28 августа 2023,"Сбербанк. Пробой уровня 263,1 будет позитивным сигналом",https://bcs-express.ru/tehanaliz/sber/28.08.23
25 августа 2023,Сбербанк. До конца недели может остаться в боковике,https://bcs-express.ru/tehanaliz/sber/25.08.23
24 августа 2023,Сбербанк. Новый импульс в нисходящем канале,https://bcs-express.ru/tehanaliz/sber/24.08.23
23 августа 2023,Сбербанк. Цена подходит к границе нисходящего канала,https://bcs-express.ru/tehanaliz/sber/23.08.23
22 августа 2023,Сбербанк. Сопротивление смещается к 264,https://bcs-express.ru/tehanaliz/sber/22.08.23
21 августа 2023,5 идей в российских акциях. Отмечаем привлекательные бумаги,https://bcs-express.ru/novosti-i-analitika/5-idei-v-rossiiskikh-aktsiiakh-otmechaem-privlekatel-nye-bumagi
21 августа 2023,Сбербанк. Есть пространство для развития отскока,https://bcs-express.ru/tehanaliz/sber/21.08.23
18 августа 2023,Сбербанк. Котировки уперлись в ближайшее сопротивление,https://bcs-express.ru/tehanaliz/sber/18.08.23
17 августа 2023,Сбербанк. Цена приближается к границе трехмесячного восходящего канала,https://bcs-express.ru/tehanaliz/sber/17.08.23
16 августа 2023,Сбербанк. Волатильность не внушает оптимизма,https://bcs-express.ru/tehanaliz/sber/16.08.23
15 августа 2023,Сбербанк. Резкий рывок к минимумам августа,https://bcs-express.ru/tehanaliz/sber/15.08.23
14 августа 2023,5 идей в российских акциях. Усиливаем ставку на слабый рубль,https://bcs-express.ru/novosti-i-analitika/5-idei-v-rossiiskikh-aktsiiakh-usilivaem-stavku-na-slabyi-rubl
14 августа 2023,Сбербанк. Сбавили обороты под конец недели,https://bcs-express.ru/tehanaliz/sber/14.08.23
11 августа 2023,Сбербанк. Продолжили восстановление после небольшой паузы,https://bcs-express.ru/tehanaliz/sber/11.08.23
10 августа 2023,Сбербанк. Ненадолго ушли в боковик,https://bcs-express.ru/tehanaliz/sber/10.08.23
9 августа 2023,Сбербанк отчитался за июль. Сильные результаты,https://bcs-express.ru/novosti-i-analitika/sberbank-otchitalsia-za-iiul
9 августа 2023,"Сбербанк. Прервали коррекцию, но надолго ли?",https://bcs-express.ru/tehanaliz/sber/09.08.23
8 августа 2023,Сбербанк. Продолжает погружение,https://bcs-express.ru/tehanaliz/sber/08.08.23
7 августа 2023,Сбербанк. Может продолжить снижение в рамках канала,https://bcs-express.ru/tehanaliz/sber/07.08.23
4 августа 2023,Сбербанк. Сдержанная реакция на отчет,https://bcs-express.ru/tehanaliz/sber/04.08.23
3 августа 2023,Сбербанк отчитался за II квартал. Лучше прогнозов,https://bcs-express.ru/novosti-i-analitika/sberbank-otchitalsia-za-ii-kvartal
3 августа 2023,Сбербанк. Удержались у максимумов перед отчетом,https://bcs-express.ru/tehanaliz/sber/03.08.23
2 августа 2023,Сбербанк. Это похоже на локальный разворот,https://bcs-express.ru/tehanaliz/sber/02.08.23
1 августа 2023,Сбербанк. Продавцы могут активизироваться в диапазоне 271–274,https://bcs-express.ru/tehanaliz/sber/01.08.23
31 июля 2023,5 идей в российских акциях. Выделяем привлекательные бумаги,https://bcs-express.ru/novosti-i-analitika/2024028397-5-idei-v-rossiiskikh-aktsiiakh-vydeliaem-privlekatel-nye-bumagi
31 июля 2023,"Сбербанк. Откат не получает развития, готовимся к выходу из треугольника",https://bcs-express.ru/tehanaliz/sber/31.07.23
28 июля 2023,"Три интересные бумаги на следующую неделю: Норникель, Сбербанк, Юнипро",https://bcs-express.ru/novosti-i-analitika/tri-interesnye-bumagi-na-sleduiushchuiu-nedeliu-nornikel-sberbank-iunipro
28 июля 2023,Сбербанк. Разворотная свеча на дневном графике,https://bcs-express.ru/tehanaliz/sber/28.07.23
27 июля 2023,Сбербанк. Пока не хватает сил на выход вверх из треугольника,https://bcs-express.ru/tehanaliz/sber/27.07.23
26 июля 2023,Сбербанк. Вышли вверх из двухнедельного нисходящего канала,https://bcs-express.ru/tehanaliz/sber/26.07.23
25 июля 2023,Сбербанк. Отскок проходит в рамках нисходящего канала,https://bcs-express.ru/tehanaliz/sber/25.07.23
24 июля 2023,5 идей в российских акциях. На какие бумаги обратить внимание,https://bcs-express.ru/novosti-i-analitika/2023955363-5-idei-v-rossiiskikh-aktsiiakh-na-kakie-bumagi-obratit-vnimanie
24 июля 2023,Сбербанк. Цена тестирует снизу 200-часовую скользящую среднюю,https://bcs-express.ru/tehanaliz/sber/24.07.23
21 июля 2023,Сбербанк. Краткосрочная картина ухудшается,https://bcs-express.ru/tehanaliz/sber/21.07.23
20 июля 2023,Сбербанк. А воз и ныне там,https://bcs-express.ru/tehanaliz/sber/20.07.23
19 июля 2023,"Сбербанк. Возобновили подъем, но пока сдержанно",https://bcs-express.ru/tehanaliz/sber/19.07.23
18 июля 2023,5 идей в российских акциях. Выделяем фаворитов,https://bcs-express.ru/novosti-i-analitika/2023897880-5-idei-v-rossiiskikh-aktsiiakh-vydeliaem-favoritov
18 июля 2023,Сбербанк. Котировки неспешно сползают вниз,https://bcs-express.ru/tehanaliz/sber/18.07.23
17 июля 2023,Сбербанк. Отскок от поддержек ориентирует на продолжение роста в канале,https://bcs-express.ru/tehanaliz/sber/17.07.23
14 июля 2023,Сбербанк. Подходит к поддержке в районе 245,https://bcs-express.ru/tehanaliz/sber/14.07.23
13 июля 2023,Сбербанк. Снижается в рамках восходящего канала,https://bcs-express.ru/tehanaliz/sber/13.07.23
12 июля 2023,Сбербанк. Откат снял локальную перекупленность,https://bcs-express.ru/tehanaliz/sber/12.07.23
11 июля 2023,5 идей в российских акциях. Добавляем ЛУКОЙЛ,https://bcs-express.ru/novosti-i-analitika/5-idei-v-rossiiskikh-aktsiiakh-dobavliaem-lukoil
11 июля 2023,Сбербанк отчитался за июнь,https://bcs-express.ru/novosti-i-analitika/sberbank-otchitalsia-za-iiun
11 июля 2023,Сбербанк. Готов подняться выше 250,https://bcs-express.ru/tehanaliz/sber/11.07.23
10 июля 2023,Сбербанк. Может обновить максимумы июля,https://bcs-express.ru/tehanaliz/sber/10.07.23
7 июля 2023,Сбербанк. Летний боковик,https://bcs-express.ru/tehanaliz/sber/07.07.23
6 июля 2023,«Народный портфель». Второй месяц подряд слабее рынка,https://bcs-express.ru/novosti-i-analitika/narodnyi-portfel-vtoroi-mesiats-podriad-slabee-rynka
6 июля 2023,Сбербанк. Объем торгов на минимуме с января,https://bcs-express.ru/tehanaliz/sber/06.07.23
5 июля 2023,Сбербанк. Цена тестирует пробитый тренд сверху,https://bcs-express.ru/tehanaliz/sber/05.07.23
4 июля 2023,Сбербанк. Пробой нисходящего тренда дает позитивный сигнал,https://bcs-express.ru/tehanaliz/sber/04.07.23
3 июля 2023,5 идей в российских акциях. По каким бумагам позитивные ожидания,https://bcs-express.ru/novosti-i-analitika/5-idei-v-rossiiskikh-aktsiiakh-po-kakim-bumagam-pozitivnye-ozhidaniia
3 июля 2023,Сбербанк. Цена может снова пойти на штурм отметки 242,https://bcs-express.ru/tehanaliz/sber/03.07.23
30 июня 2023,Сбербанк. Откат от тренда не получил развития,https://bcs-express.ru/tehanaliz/sber/30.06.23
29 июня 2023,Сбербанк. Пошли вниз от верхней границы треугольника,https://bcs-express.ru/tehanaliz/sber/29.06.23
28 июня 2023,Сбербанк. Закрепление выше 243 будет позитивным сигналом,https://bcs-express.ru/tehanaliz/sber/28.06.23
27 июня 2023,Сбербанк. После выкупа просадки может пойти на штурм нисходящего тренда,https://bcs-express.ru/tehanaliz/sber/27.06.23
26 июня 2023,5 идей в российских бумагах. На какие акции стоит обратить внимание,https://bcs-express.ru/novosti-i-analitika/5-idei-v-rossiiskikh-bumagakh-na-kakie-aktsii-stoit-obratit-vnimanie
26 июня 2023,Сбербанк. Вышли на реализацию фигуры Голова-плечи,https://bcs-express.ru/tehanaliz/sber/26.06.23
23 июня 2023,Сбербанк. На грани перехода к коррекции,https://bcs-express.ru/tehanaliz/sber/23.06.23
22 июня 2023,Сбербанк. Объемы торгов остаются пониженными,https://bcs-express.ru/tehanaliz/sber/22.06.23
21 июня 2023,Сбербанк. Отстояли отметку 240,https://bcs-express.ru/tehanaliz/sber/21.06.23
20 июня 2023,5 идей в российских акциях. Отмечаем сильные бумаги,https://bcs-express.ru/novosti-i-analitika/5-idei-v-rossiiskikh-aktsiiakh-otmechaem-sil-nye-bumagi
